genre,metascore,movie,rate,time,votes,year
"
Action, Crime, Sci-Fi            ",41,Machete Kills,5.6,107 min,67190,(2013)
"
Crime, Drama, Fantasy            ",46,Horns,6.5,120 min,67156,(2013)
"
Comedy            ",34,21 & Over,5.9,93 min,66880,(2013)
"
Adventure, Comedy, Fantasy            ",44,The Incredible Burt Wonderstone,5.9,100 min,65764,(2013)
"
Biography, Drama, Romance            ",85,Fruitvale Station,7.5,85 min,65404,(2013)
"
Horror, Sci-Fi, Thriller            ",50,Dark Skies,6.3,97 min,64184,(2013)
"
Comedy, Romance            ",59,The F Word,6.8,98 min,62043,(I) (2013)
"
Drama, Mystery, Sci-Fi            ",68,Europa Report,6.5,90 min,60993,(2013)
"
Action, Drama, Mystery            ",49,Oldboy,5.8,104 min,59902,(2013)
"
Action, Crime, Drama            ",39,Dead Man Down,6.5,118 min,59805,(2013)
"
Action, Crime, Drama            ",43,Hummingbird,6.2,100 min,59013,(I) (2013)
"
Comedy            ",11,Scary Movie 5,3.5,86 min,57195,(2013)
"
Animation, Biography, Drama            ",83,Kaze tachinu,7.8,126 min,57023,(2013)
"
Crime, Thriller            ",36,Runner Runner,5.6,88 min,56801,(2013)
"
Crime, Drama, Thriller            ",77,Blue Ruin,7.1,90 min,55304,(2013)
"
Comedy, Drama, Romance            ",78,Enough Said,7.0,93 min,54235,(2013)
"
Documentary, Drama            ",83,Blackfish,8.1,83 min,54193,(2013)
"
Comedy, Drama, Sport            ",35,Grudge Match,6.4,113 min,52190,(2013)
"
Comedy, Drama, Romance            ",71,Drinking Buddies,6.1,90 min,52105,(2013)
"
Crime, Drama, Mystery            ",37,The Frozen Ground,6.4,105 min,50056,(2013)
"
Adventure, Drama, Thriller            ",68,The East,6.8,116 min,45700,(2013)
"
Drama            ",91,Ida,7.4,82 min,42997,(2013)
"
Comedy, Drama, Romance            ",28,The Big Wedding,5.6,89 min,42795,(2013)
"
Comedy, Drama            ",57,Bad Words,6.7,89 min,42751,(2013)
"
Action, Comedy, Drama            ",45,Chennai Express,6.0,141 min,42586,(2013)
"
Comedy, Drama, Thriller            ",68,The Double,6.5,93 min,42265,(2013)
"
Comedy, Fantasy, Horror            ",45,Odd Thomas,6.9,97 min,41975,(2013)
"
Crime, Drama            ",74,Joe,6.9,117 min,41281,(I) (2013)
"
Comedy, Drama, Fantasy            ",50,The Zero Theorem,6.1,107 min,40472,(2013)
"
Drama, Romance            ",76,Dabba,7.8,104 min,40131,(2013)
"
Action, Horror, Sci-Fi            ",28,The Colony,5.3,95 min,39390,(I) (2013)
"
Drama, Mystery            ",85,Le passé,7.8,130 min,39335,(2013)
"
Comedy, Fantasy            ",20,A Haunted House,5.1,86 min,38855,(2013)
"
Animation, Adventure, Comedy            ",39,Planes,5.7,91 min,38694,(2013)
"
Action, Thriller            ",61,Dhoom:3,5.4,172 min,38552,(2013)
"
Crime, Drama            ",81,Starred Up,7.4,106 min,37859,(2013)
"
Drama, Romance            ",52,Labor Day,6.9,111 min,37208,(2013)
"
Biography, Drama, Thriller            ",49,The Fifth Estate,6.2,128 min,34783,(2013)
"
Biography, Drama            ",51,Lovelace,6.2,93 min,34767,(2013)
"
Adventure, Comedy            ",58,Hundraåringen som klev ut genom fönstret och försvann,7.1,114 min,33652,(2013)
"
Comedy, Romance            ",61,The To Do List,5.8,104 min,33522,(2013)
"
Comedy, Romance            ",50,I Give It a Year,5.7,97 min,33251,(2013)
"
Biography, Drama, Romance            ",59,The Railway Man,7.1,116 min,33251,(2013)
"
Animation, Adventure, Comedy            ",34,The Smurfs 2,5.4,105 min,32628,(2013)
"
Action, Drama, Thriller            ",25,Killing Season,5.4,91 min,32267,(2013)
"
Drama, Thriller            ",32,Paranoia,5.7,106 min,32191,(I) (2013)
"
Horror, Sci-Fi, Thriller            ",46,The Last Days on Mars,5.5,98 min,32179,(2013)
"
Horror, Thriller            ",49,V/H/S/2,6.1,96 min,31893,(2013)
"
Action, Drama            ",52,Man of Tai Chi,6.1,105 min,31671,(2013)
"
Biography, Drama, Romance            ",65,Kill Your Darlings,6.5,104 min,31261,(2013)
"
Comedy, Drama, Romance            ",48,Admission,5.7,107 min,31097,(2013)
"
Adventure, Horror, Thriller            ",38,The Green Inferno,5.3,100 min,30871,(2013)
"
Action, Crime, Thriller            ",49,Welcome to the Punch,6.1,99 min,29848,(2013)
"
Drama, War            ",73,Mandariinid,8.3,87 min,29203,(2013)
"
Comedy            ",79,In a World...,6.7,93 min,28677,(2013)
"
Drama, Romance            ",37,Adoration,6.2,112 min,28271,(2013)
"
Action, Drama, Sci-Fi            ",52,The Machine,6.1,91 min,28019,(I) (2013)
"
Action, Biography, Drama            ",73,Yi dai zong shi,6.6,130 min,27744,(2013)
"
Drama, Romance            ",63,Jeune & jolie,6.8,95 min,27495,(2013)
"
Drama, Sci-Fi            ",81,Upstream Color,6.7,96 min,27368,(2013)
"
Action, Comedy, Crime            ",66,Alan Partridge: Alpha Papa,6.9,90 min,27014,(2013)
"
Animation, Adventure, Drama            ",89,Kaguyahime no monogatari,8.1,137 min,26742,(2013)
"
Comedy, Drama            ",55,No se aceptan devoluciones,7.6,115 min,25796,(2013)
"
Drama, Thriller            ",55,Hours,6.5,97 min,25434,(2013)
"
Drama, Romance            ",77,The Immigrant,6.6,120 min,25426,(2013)
"
Romance, Sci-Fi, Thriller            ",57,How I Live Now,6.5,101 min,25222,(2013)
"
Horror, Mystery, Thriller            ",33,Open Grave,6.3,102 min,24586,(2013)
"
Biography, Drama, Romance            ",64,Belle,7.4,100 min,24549,(2013)
"
Comedy, Drama, Romance            ",31,The Necessary Death of Charlie Countryman,6.4,103 min,24518,(2013)
"
Drama            ",69,Palo Alto,6.2,100 min,24419,(2013)
"
Adventure, Biography, Drama            ",78,Tracks,7.2,112 min,24261,(I) (2013)
"
Biography, Drama, History            ",60,Mandela: Long Walk to Freedom,7.1,141 min,24191,(2013)
"
Drama, Romance            ",38,Third Person,6.4,137 min,23963,(2013)
"
Comedy, Crime, Drama            ",55,Dom Hemingway,6.2,93 min,23805,(2013)
"
Drama, Sport            ",40,Kai po che!,7.6,120 min,23149,(2013)
"
Documentary, Music            ",49,One Direction: This Is Us,4.2,92 min,22772,(2013)
"
Animation, Adventure, Comedy            ",35,Escape from Planet Earth,5.9,89 min,22620,(2013)
"
Comedy            ",58,Fading Gigolo,6.2,90 min,21850,(2013)
"
Action, Crime, Thriller            ",22,Getaway,4.4,90 min,21551,(I) (2013)
"
Comedy, Crime, Thriller            ",53,The Art of the Steal,6.3,90 min,21167,(2013)
"
Animation, Adventure, Comedy            ",38,Free Birds,5.9,91 min,20211,(2013)
"
Action, Drama, History            ",57,"Unsere Mütter, unsere Väter",8.5,270 min,19925,(2013)
"
Crime, Drama, Mystery            ",50,Closed Circuit,6.2,96 min,19728,(2013)
"
Comedy            ",55,Los amantes pasajeros,5.6,90 min,19582,(2013)
"
Horror, Mystery, Sci-Fi            ",49,The Dyatlov Pass Incident,5.7,100 min,19405,(2013)
"
Drama, Fantasy, Sci-Fi            ",37,After the Dark,5.7,107 min,19344,(2013)
"
Horror, Mystery, Thriller            ",56,Afflicted,6.3,85 min,19283,(2013)
"
Crime, Mystery, Thriller            ",62,Kvinden i buret,7.2,96 min,18873,(2013)
"
Crime, Drama, Romance            ",74,Ain't Them Bodies Saints,6.4,96 min,18763,(2013)
"
Action, Crime, Thriller            ",24,Bailout: The Age of Greed,6.1,99 min,18626,(2013)
"
Drama, Mystery, Sci-Fi            ",42,Anna,6.5,99 min,18369,(VII) (2013)
"
Documentary            ",79,Jodorowsky's Dune,8.1,90 min,17850,(2013)
"
Action, Thriller            ",39,The Numbers Station,5.6,89 min,17776,(2013)
"
Action, Adventure, Comedy            ",56,Knights of Badassdom,5.7,86 min,17703,(2013)
"
Drama, Horror, Thriller            ",71,We Are What We Are,5.9,105 min,17698,(2013)
"
Biography, Crime, Drama            ",42,Devil's Knot,6.1,114 min,17503,(2013)
"
Documentary, Music            ",39,Justin Bieber's Believe,1.7,92 min,17401,(2013)
"
Comedy, Drama            ",73,Prince Avalanche,6.4,94 min,17326,(2013)
"
Comedy, Romance            ",42,Austenland,6.3,97 min,17184,(2013)
"
Biography, Drama, Romance            ",35,Diana,5.5,113 min,17044,(2013)
"
Crime, Drama, Thriller            ",45,Blood Ties,6.5,127 min,16939,(I) (2013)
"
Crime, Drama            ",58,Sinsegye,7.6,134 min,16419,(2013)
"
Drama            ",73,Soshite chichi ni naru,7.8,121 min,16276,(2013)
"
Mystery, Romance, Thriller            ",30,Night Train to Lisbon,6.8,111 min,15719,(2013)
"
Comedy, Crime, Drama            ",63,Cheap Thrills,6.7,88 min,15694,(I) (2013)
"
Horror, Music, Mystery            ",61,Grand Piano,5.9,90 min,15607,(2013)
"
Comedy, Drama            ",61,Adult World,6.2,97 min,15405,(2013)
"
Animation, Drama, Sci-Fi            ",63,The Congress,6.5,122 min,15290,(2013)
"
Comedy, Crime            ",60,Life of Crime,5.8,98 min,15044,(2013)
"
Action, Horror            ",44,Wolf Creek 2,6.1,106 min,15006,(2013)
"
Music            ",61,Metallica Through the Never,7.2,93 min,14982,(2013)
"
Drama            ",69,La Vénus à la fourrure,7.2,96 min,14981,(2013)
"
Horror, Mystery, Thriller            ",49,Haunter,5.9,97 min,14818,(2013)
"
Drama, Horror, Thriller            ",35,The Last Exorcism Part II,4.0,88 min,14720,(2013)
"
Drama, Horror, Mystery            ",26,The Haunting in Connecticut 2: Ghosts of Georgia,5.3,101 min,14626,(2013)
"
Horror, Thriller            ",49,The Sacrament,6.1,99 min,14592,(2013)
"
Action, Adventure, Comedy            ",53,The Young and Prodigious T.S. Spivet,7.1,105 min,14546,(2013)
"
Action, Drama, War            ",49,Stalingrad,5.6,131 min,14089,(2013)
"
Drama, Mystery, Thriller            ",66,Borgman,6.8,113 min,13804,(2013)
"
Comedy, Thriller            ",64,Big Bad Wolves,6.8,110 min,13787,(2013)
"
Comedy            ",57,The Grand Seduction,7.0,113 min,13778,(2013)
"
Drama, Sci-Fi, Thriller            ",61,These Final Hours,6.7,87 min,13718,(2013)
"
Comedy, Drama, Fantasy            ",54,L'écume des jours,6.5,131 min,13580,(2013)
"
Comedy, Drama            ",37,Are You Here,5.3,114 min,13575,(2013)
"
Action, Crime, Thriller            ",29,Vehicle 19,4.9,85 min,13549,(2013)
"
Drama, History, Mystery            ",51,Parkland,6.4,93 min,13495,(2013)
"
Comedy, Drama            ",59,The Best Man Holiday,6.7,123 min,13482,(2013)
"
Drama, Romance            ",34,The Lifeguard,5.6,98 min,13017,(2013)
"
Drama, Mystery, Thriller            ",67,Tom à la ferme,7.0,102 min,12902,(2013)
"
Drama, Romance            ",35,Very Good Girls,6.0,91 min,12841,(2013)
"
Drama, Horror, Thriller            ",48,Contracted,5.3,84 min,12832,(2013)
"
Drama, Romance            ",60,Breathe In,6.4,98 min,12728,(2013)
"
Drama, History, Thriller            ",40,Phantom,5.9,98 min,12506,(I) (2013)
"
Action, Drama, Thriller            ",75,Night Moves,6.0,112 min,12015,(2013)
"
Comedy            ",50,A.C.O.D.,5.7,88 min,11824,(2013)
"
Comedy, Drama, Romance            ",64,Casse-tête chinois,7.0,117 min,11787,(2013)
"
Action, Comedy, Horror            ",73,Las brujas de Zugarramurdi,6.4,112 min,11629,(2013)
"
Drama, Romance, Thriller            ",75,Omar,7.5,96 min,11600,(2013)
"
Horror, Mystery, Thriller            ",48,The Den,6.1,81 min,11481,(2013)
"
Documentary, Biography, Mystery            ",75,Finding Vivian Maier,7.7,83 min,11363,(2013)
"
Comedy            ",44,The Love Punch,5.7,94 min,11241,(2013)
"
Documentary, Music            ",76,Sound City,7.8,107 min,11130,(2013)
"
Drama, Romance, Thriller            ",82,L'inconnu du lac,6.8,100 min,11078,(2013)
"
Action, Adventure, Comedy            ",25,Welcome to the Jungle,5.0,95 min,11069,(2013)
"
Comedy, Drama, Romance            ",36,Mr. Morgan's Last Love,6.8,111 min,11010,(2013)
"
Documentary, Music            ",83,Twenty Feet from Stardom,7.4,91 min,10864,(2013)
"
Drama, Thriller            ",26,Temptation: Confessions of a Marriage Counselor,5.0,111 min,10758,(2013)
"
Comedy, Drama            ",42,The English Teacher,5.8,93 min,10688,(2013)
"
Drama            ",83,The Selfish Giant,7.3,91 min,10264,(2013)
"
Action, Adventure, Comedy            ",68,Xi you: Xiang mo pian,6.8,110 min,10205,(2013)
"
Comedy, Fantasy            ",44,Rapture-Palooza,5.2,85 min,10193,(2013)
"
Biography, Comedy, Drama            ",52,One Chance,6.8,103 min,10063,(2013)
"
Action, Horror, Sci-Fi            ",32,The Human Race,5.3,87 min,10018,(2013)
"
Comedy, Romance            ",38,A Case of You,5.7,89 min,9979,(2013)
"
Comedy, Drama            ",77,Feuchtgebiete,5.8,109 min,9892,(2013)
"
Drama            ",63,Il capitale umano,7.3,111 min,9880,(2013)
"
Animation, Adventure, Family            ",37,Walking with Dinosaurs 3D,5.2,87 min,9841,(2013)
"
Drama, Romance            ",41,Romeo & Juliet,5.8,113 min,9744,(II) (2013)
"
Comedy, Drama, Romance            ",56,G.B.F.,6.0,92 min,9670,(2013)
"
Action, Comedy, Crime            ",26,Pawn Shop Chronicles,5.9,112 min,9623,(2013)
"
Drama, Thriller            ",36,The Canyons,3.8,99 min,9534,(2013)
"
Drama, Thriller            ",34,Scenic Route,6.5,82 min,9455,(2013)
"
Crime, Drama, Thriller            ",53,A Single Shot,5.8,116 min,9426,(2013)
"
Action            ",42,Boss,5.5,143 min,9257,(I) (2013)
"
Action, Biography, Drama            ",55,Yip Man: Jung gik yat jin,6.2,100 min,9154,(2013)
"
Drama, Music            ",87,Vi är bäst!,7.2,102 min,8951,(2013)
"
Horror, Mystery, Thriller            ",62,Willow Creek,5.1,80 min,8841,(2013)
"
Drama, History, Horror            ",73,A Field in England,6.3,90 min,8819,(2013)
"
Comedy, Romance            ",30,The Right Kind of Wrong,6.1,97 min,8808,(2013)
"
Comedy, Drama, Romance            ",49,Words and Pictures,6.6,111 min,8798,(2013)
"
Drama, Music            ",29,Battle of the Year,5.1,110 min,8592,(2013)
"
Comedy, Drama            ",50,Afternoon Delight,5.8,98 min,8586,(2013)
"
Comedy, Drama            ",53,The Pretty One,6.3,90 min,8585,(2013)
"
Drama, Thriller            ",59,Magic Magic,5.0,97 min,8552,(2013)
"
Documentary, Crime, Drama            ",76,Dirty Wars,7.5,87 min,8540,(2013)
"
Action, Drama            ",76,Tian zhu ding,7.1,130 min,8493,(2013)
"
Horror, Thriller            ",29,Nurse 3-D,4.6,84 min,8439,(2013)
"
Drama, Fantasy, Horror            ",58,Escape from Tomorrow,5.2,90 min,8359,(2013)
"
Drama, Romance, War            ",28,Love and Honor,5.7,100 min,8338,(2013)
"
Biography, Drama, History            ",75,The Invisible Woman,6.2,111 min,8326,(2013)
"
Comedy, Horror            ",41,Hell Baby,4.9,98 min,8179,(2013)
"
Drama, Romance            ",63,The Disappearance of Eleanor Rigby: Him,6.9,89 min,8124,(2013)
"
Crime, Drama, Thriller            ",37,Cold Comes the Night,5.7,90 min,8022,(2013)
"
Comedy            ",34,Baggage Claim,5.1,96 min,7979,(2013)
"
Animation, Adventure, Family            ",38,Metegol,6.6,106 min,7957,(2013)
"
Horror, Sci-Fi, Thriller            ",62,Banshee Chapter,5.5,87 min,7738,(2013)
"
Drama, Thriller            ",41,The Truth About Emanuel,6.0,95 min,7737,(2013)
"
Documentary, Drama, History            ",84,Al midan,8.1,104 min,7735,(2013)
"
Action, Crime, Drama            ",44,Jing cha gu shi 2013,6.1,110 min,7640,(2013)
"
Horror, Mystery, Thriller            ",66,In Fear,5.5,85 min,7533,(I) (2013)
"
Crime, Drama, Sci-Fi            ",47,The Returned,5.9,98 min,7523,(2013)
"
Drama, Music            ",30,CBGB,6.6,102 min,7488,(2013)
"
Drama            ",37,Gimme Shelter,6.5,101 min,7458,(2013)
"
Documentary, Comedy            ",53,Kevin Hart: Let Me Explain,6.8,75 min,7447,(2013)
"
Drama, Romance            ",67,The Disappearance of Eleanor Rigby: Her,6.9,100 min,7445,(2013)
"
Action, Adventure, History            ",44,Hammer of the Gods,4.5,99 min,7394,(2013)
"
Adventure, Comedy, Drama            ",67,Crystal Fairy y el cactus mágico,5.8,98 min,7336,(2013)
"
Fantasy, Horror            ",45,All Cheerleaders Die,5.1,89 min,7184,(2013)
"
Horror            ",49,Frankenstein's Army,5.3,84 min,7120,(2013)
"
Crime, Drama            ",65,Metro Manila,7.6,115 min,7117,(2013)
"
Comedy, Drama, Romance            ",83,Gloria,6.7,110 min,7111,(II) (2013)
"
Horror, Sci-Fi, Thriller            ",60,+1,5.5,96 min,7106,(2013)
"
Adventure, Drama, Sci-Fi            ",74,Interstellar,8.6,169 min,1202060,(2014)
"
Action, Adventure, Sci-Fi            ",76,Guardians of the Galaxy,8.1,121 min,867315,(2014)
"
Crime, Drama, Mystery            ",79,Gone Girl,8.1,149 min,715589,(2014)
"
Action, Adventure, Sci-Fi            ",70,Captain America: The Winter Soldier,7.8,136 min,612401,(2014)
"
Adventure, Comedy, Drama            ",88,The Grand Budapest Hotel,8.1,99 min,597803,(2014)
"
Action, Adventure, Sci-Fi            ",75,X-Men: Days of Future Past,8.0,132 min,593050,(2014)
"
Biography, Drama, Thriller            ",73,The Imitation Game,8.0,114 min,584622,(2014)
"
Drama, Music            ",88,Whiplash,8.5,107 min,564767,(2014)
"
Action, Adventure, Sci-Fi            ",71,Edge of Tomorrow,7.9,113 min,519637,(2014)
"
Action, Adventure, Comedy            ",60,Kingsman: The Secret Service,7.7,129 min,515977,(2014)
"
Comedy, Drama            ",88,Birdman or (The Unexpected Virtue of Ignorance),7.7,119 min,489185,(2014)
"
Adventure, Fantasy            ",59,The Hobbit: The Battle of the Five Armies,7.4,144 min,418910,(2014)
"
Action, Crime, Thriller            ",68,John Wick,7.3,101 min,395956,(2014)
"
Drama, Mystery, Sci-Fi            ",78,Ex Machina,7.7,108 min,394110,(2014)
"
Adventure, Mystery, Sci-Fi            ",48,Divergent,6.7,139 min,386205,(2014)
"
Action, Sci-Fi, Thriller            ",61,Lucy,6.4,89 min,384254,(I) (2014)
"
Action, Biography, Drama            ",72,American Sniper,7.3,133 min,382795,(2014)
"
Crime, Drama, Thriller            ",76,Nightcrawler,7.9,118 min,377682,(2014)
"
Action, Adventure, Drama            ",79,Dawn of the Planet of the Apes,7.6,130 min,376721,(2014)
"
Action, Mystery, Sci-Fi            ",57,The Maze Runner,6.8,113 min,370665,(2014)
"
Action, Adventure, Sci-Fi            ",53,The Amazing Spider-Man 2,6.7,142 min,370529,(2014)
"
Action, Drama, War            ",64,Fury,7.6,134 min,362721,(2014)
"
Action, Adventure, Sci-Fi            ",64,The Hunger Games: Mockingjay - Part 1,6.7,123 min,361263,(2014)
"
Animation, Action, Adventure            ",74,Big Hero 6,7.8,102 min,344421,(2014)
"
Biography, Drama, Romance            ",72,The Theory of Everything,7.7,123 min,337261,(2014)
"
Action, Adventure, Sci-Fi            ",62,Godzilla,6.4,123 min,335371,(2014)
"
Drama            ",100,Boyhood,7.9,165 min,306154,(I) (2014)
"
Action, Comedy, Crime            ",71,22 Jump Street,7.0,112 min,305379,(2014)
"
Drama, Romance            ",69,The Fault in Our Stars,7.8,126 min,298467,(2014)
"
Action, Adventure, Family            ",56,Maleficent,7.0,97 min,290770,(2014)
"
Animation, Action, Adventure            ",83,The Lego Movie,7.8,100 min,288538,(2014)
"
Comedy            ",52,The Interview,6.6,112 min,276990,(II) (2014)
"
Action, Crime, Thriller            ",57,The Equalizer,7.2,132 min,275793,(2014)
"
Action, Adventure, Sci-Fi            ",32,Transformers: Age of Extinction,5.7,165 min,274189,(2014)
"
Animation, Action, Adventure            ",76,How to Train Your Dragon 2,7.8,102 min,257384,(2014)
"
Comedy            ",68,Neighbors,6.3,97 min,255238,(I) (2014)
"
Action, Fantasy, War            ",48,300: Rise of an Empire,6.2,102 min,253108,(2014)
"
Action, Mystery, Thriller            ",56,Non-Stop,7.0,106 min,226162,(2014)
"
Action, Adventure, Drama            ",68,Noah,5.8,138 min,221647,(2014)
"
Drama, Mystery, Sci-Fi            ",69,Predestination,7.5,97 min,213010,(I) (2014)
"
Action, Crime, Sci-Fi            ",52,RoboCop,6.2,117 min,200208,(2014)
"
Drama, Mystery, Romance            ",42,Transcendence,6.3,119 min,197594,(I) (2014)
"
Action, Adventure, Comedy            ",31,Teenage Mutant Ninja Turtles,5.8,101 min,187773,(2014)
"
Horror, Mystery            ",83,It Follows,6.8,100 min,167221,(2014)
"
Adventure, Comedy, Drama            ",68,Chef,7.3,114 min,166081,(2014)
"
Action, Drama, Fantasy            ",40,Dracula Untold,6.3,92 min,158970,(2014)
"
Action, Thriller            ",26,Taken 3,6.0,108 min,157524,(2014)
"
Drama, Horror            ",86,The Babadook,6.8,93 min,157232,(2014)
"
Crime, Drama            ",48,The Judge,7.4,141 min,157099,(2014)
"
Comedy, Romance, Western            ",44,A Million Ways to Die in the West,6.1,116 min,154696,(2014)
"
Action, Crime, Thriller            ",39,Need for Speed,6.5,132 min,150720,(2014)
"
Action, Adventure, Thriller            ",35,The Expendables 3,6.1,126 min,149444,(2014)
"
Action, Adventure, Drama            ",52,Exodus: Gods and Kings,6.0,150 min,146208,(2014)
"
Comedy, Drama, Thriller            ",77,Relatos salvajes,8.1,122 min,138219,(2014)
"
Comedy, Crime            ",40,Horrible Bosses 2,6.3,108 min,137444,(2014)
"
Crime, Thriller            ",46,Sin City: A Dame to Kill For,6.5,102 min,133785,(2014)
"
Action, Adventure, Fantasy            ",47,Hercules,6.0,98 min,131216,(I) (2014)
"
Crime, Drama            ",69,The Drop,7.1,106 min,126692,(2014)
"
Biography, Drama, Sport            ",59,Unbroken,7.2,137 min,124842,(I) (2014)
"
Biography, Drama, Sport            ",81,Foxcatcher,7.0,134 min,122163,(2014)
"
Action, Horror, Sci-Fi            ",50,The Purge: Anarchy,6.5,103 min,119040,(2014)
"
Adventure, Comedy, Drama            ",69,Into the Woods,6.0,125 min,118599,(2014)
"
Comedy, Crime            ",30,Let's Be Cops,6.5,104 min,118519,(2014)
"
Comedy, Romance            ",39,The Other Woman,6.0,109 min,118221,(2014)
"
Drama, History, War            ",52,The Monuments Men,6.1,118 min,114126,(2014)
"
Adventure, Comedy            ",36,Dumb and Dumber To,5.6,109 min,113051,(2014)
"
Comedy, Horror            ",76,What We Do in the Shadows,7.6,86 min,110867,(2014)
"
Drama            ",72,Still Alice,7.5,101 min,110778,(2014)
"
Horror, Mystery, Thriller            ",37,Annabelle,5.4,99 min,110569,(I) (2014)
"
Action, Drama, Thriller            ",57,Jack Ryan: Shadow Recruit,6.2,105 min,109641,(2014)
"
Adventure, Biography, Drama            ",76,Wild,7.1,115 min,105504,(I) (2014)
"
Drama, Fantasy, Music            ",46,If I Stay,6.8,107 min,101920,(2014)
"
Comedy, Romance            ",31,Blended,6.5,117 min,101716,(2014)
"
Drama, Romance, Sci-Fi            ",47,The Giver,6.5,97 min,101473,(2014)
"
Crime, Drama, Mystery            ",57,A Walk Among the Tombstones,6.5,114 min,100746,(2014)
"
Action, Crime, Thriller            ",71,The Raid 2: Berandal,8.0,150 min,99268,(2014)
"
Drama, Romance, Sci-Fi            ",57,I Origins,7.4,106 min,98691,(2014)
"
Action, Adventure, Drama            ",39,Pompeii,5.5,105 min,96942,(I) (2014)
"
Comedy, Romance            ",36,Sex Tape,5.1,94 min,96496,(2014)
"
Comedy, Romance            ",44,"Love, Rosie",7.2,102 min,94962,(2014)
"
Action, Comedy, Crime            ",41,Ride Along,6.2,99 min,90156,(2014)
"
Comedy, Romance            ",36,That Awkward Moment,6.2,94 min,88712,(2014)
"
Comedy, Drama            ",64,St. Vincent,7.3,102 min,86731,(2014)
"
Adventure, Comedy, Family            ",47,Night at the Museum: Secret of the Tomb,6.2,98 min,85244,(2014)
"
Mystery, Thriller            ",76,The Guest,6.7,100 min,78664,(I) (2014)
"
Action, Drama, Thriller            ",40,3 Days to Kill,6.2,117 min,78582,(2014)
"
Comedy, Crime, Drama            ",81,Inherent Vice,6.7,148 min,78188,(2014)
"
Adventure, Comedy, Family            ",77,Paddington,7.2,95 min,75060,(2014)
"
Biography, Drama, History            ",89,Selma,7.5,128 min,74444,(2014)
"
Action, Fantasy, Horror            ",30,"I, Frankenstein",5.1,92 min,73112,(2014)
"
Biography, Crime, Drama            ",62,Big Eyes,7.0,106 min,72658,(I) (2014)
"
Animation, Adventure, Comedy            ",53,Penguins of Madagascar,6.7,92 min,69620,(2014)
"
Animation, Adventure, Comedy            ",49,Rio 2,6.3,101 min,68348,(2014)
"
Comedy, Drama, Music            ",75,Frank,7.0,95 min,67380,(II) (2014)
"
Crime, Drama, Thriller            ",73,A Most Wanted Man,6.8,122 min,65568,(2014)
"
Comedy, Drama            ",55,The Hundred-Foot Journey,7.3,122 min,65530,(2014)
"
Action, Adventure, Fantasy            ",30,Seventh Son,5.5,102 min,64416,(I) (2014)
"
Drama, History, War            ",50,The Water Diviner,7.1,111 min,64256,(2014)
"
Comedy, Drama            ",44,This Is Where I Leave You,6.6,103 min,62794,(2014)
"
Horror, Mystery, Thriller            ",40,Deliver Us from Evil,6.2,118 min,61678,(I) (2014)
"
Horror, Mystery, Thriller            ",38,"As Above, So Below",6.2,93 min,61618,(2014)
"
Drama, Horror, Mystery            ",41,Before I Go to Sleep,6.3,92 min,60620,(2014)
"
Action, Thriller            ",44,Into the Storm,5.8,89 min,59363,(2014)
"
Drama, Horror, Mystery            ",59,Unfriended,5.6,83 min,57765,(2014)
"
Comedy, Romance            ",45,Two Night Stand,6.4,86 min,57418,(2014)
"
Action, Crime, Thriller            ",38,The November Man,6.3,108 min,57292,(2014)
"
Crime, Drama, Thriller            ",55,The Gambler,6.0,111 min,57109,(III) (2014)
"
Animation, Adventure, Comedy            ",67,The Book of Life,7.3,95 min,56903,(2014)
"
Crime, Drama, Thriller            ",79,A Most Violent Year,7.0,125 min,56744,(2014)
"
Comedy, Romance            ",54,Magic in the Moonlight,6.6,97 min,56718,(2014)
"
Sci-Fi, Thriller            ",54,The Signal,6.1,97 min,56585,(2014)
"
Drama, Romance            ",29,The Best of Me,6.7,118 min,55600,(2014)
"
Animation, Adventure, Comedy            ",59,Mr. Peabody & Sherman,6.8,92 min,55060,(2014)
"
Action, Crime, Drama            ",41,Sabotage,5.7,109 min,53837,(2014)
"
Drama            ",77,Calvary,7.4,102 min,50251,(2014)
"
Action, Adventure, Fantasy            ",22,The Legend of Hercules,4.2,99 min,49201,(2014)
"
Action, Sci-Fi, Thriller            ",37,Autómata,6.1,109 min,49197,(I) (2014)
"
Animation, Adventure, Comedy            ",61,The Boxtrolls,6.8,96 min,48855,(2014)
"
Action, Comedy, Fantasy            ",31,Vampire Academy,5.5,104 min,47599,(2014)
"
Drama, Fantasy, Mystery            ",31,Winter's Tale,6.2,118 min,47450,(2014)
"
Comedy            ",25,Walk of Shame,6.0,95 min,46648,(2014)
"
Drama, Sport            ",54,Draft Day,6.8,110 min,46448,(I) (2014)
"
Documentary, Biography            ",88,Citizenfour,8.1,114 min,46135,(2014)
"
Comedy, Crime, Horror            ",58,The Voices,6.4,103 min,45422,(2014)
"
Crime, Drama, Mystery            ",62,Veronica Mars,6.8,107 min,45387,(2014)
"
Comedy, Drama, Fantasy            ",23,The Cobbler,5.8,99 min,45317,(2014)
"
Biography, Comedy, Drama            ",79,Pride,7.8,119 min,44463,(I) (2014)
"
Mystery, Romance, Thriller            ",24,The Loft,6.3,108 min,44347,(2014)
"
Action, Drama, Thriller            ",83,'71,7.2,99 min,43965,(2014)
"
Drama, Horror, Thriller            ",52,Eliza Graves,6.8,112 min,43502,(2014)
